$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22.2
$VAR,DEVICE_ID,002e00315753500520323339
$VAR,SESSION_ID,a9b2b4b8347145ba0b4c83e6
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$IMU,1984.543,0.122,192.138,12.268,0.12109,0.55859,0.92773,30.78
$HUM,1984.450,21.0,29.6
$MAG,1984.572,0.081,-0.849,0.370,27.5
$BARO,1984.576,99074.38,30.21
$BARO,1984.617,99076.20,30.21
$IMU,1984.619,93.688,142.761,-51.147,-0.27539,0.41406,0.25048,30.79
$HUM,1984.551,21.0,29.6
$BARO,1984.657,99076.16,30.21
$MAG,1984.673,0.154,-0.823,0.441,27.5
$IMU,1984.695,100.402,72.265,-99.731,-0.68554,0.41552,-0.19287,30.82
$BARO,1984.698,99081.13,30.21
$BARO,1984.739,99073.18,30.21
$HUM,1984.651,21.2,29.6
$IMU,1984.772,12.756,-20.874,-91.552,-1.07812,0.47119,-0.05078,30.76
$MAG,1984.775,0.208,-0.774,0.427,27.5
$BARO,1984.780,99069.43,30.21
$BARO,1984.821,99074.52,30.21
$HUM,1984.751,21.3,29.6
$IMU,1984.848,-56.152,-113.891,-30.151,-1.30908,0.64013,0.28857,30.75
$BARO,1984.862,99063.38,30.21
$MAG,1984.876,0.144,-0.786,0.270,27.5
$VBAT,1984.885,4.103
$BARO,1984.902,99070.79,30.21
$IMU,1984.925,-71.777,-202.392,37.963,-0.42968,0.53710,0.73144,30.82
$BARO,1984.943,99067.58,30.20
$HUM,1984.851,21.4,29.6
$MAG,1984.978,0.145,-0.784,0.253,27.5
$BARO,1984.984,99067.16,30.21
$IMU,1985.001,13.977,-128.234,-38.391,-0.09570,0.40087,0.78173,30.78
$BARO,1985.025,99070.94,30.21
$HUM,1984.951,21.4,29.6
$BARO,1985.066,99078.28,30.20
$IMU,1985.078,0.488,-29.113,1.281,-0.18359,0.46240,0.84472,30.78
$MAG,1985.079,0.126,-0.793,0.243,27.6
$BARO,1985.106,99060.80,30.21
$HUM,1985.050,21.5,29.6
$BARO,1985.147,99069.11,30.20
$IMU,1985.154,-10.192,13.183,14.038,-0.30761,0.52783,0.86083,30.77
$MAG,1985.180,0.141,-0.798,0.243,27.5
$BARO,1985.188,99068.97,30.21
$BARO,1985.229,99068.72,30.20
$IMU,1985.230,-0.305,16.357,-11.596,-0.30712,0.45312,0.85742,30.77
$HUM,1985.150,21.5,29.6
$BARO,1985.270,99073.69,30.20
$MAG,1985.282,0.153,-0.793,0.250,27.5
$IMU,1985.307,7.202,25.756,-6.103,-0.33154,0.48828,0.81103,30.77
$BARO,1985.310,99069.72,30.20
$HUM,1985.250,21.6,29.6
$BARO,1985.351,99077.33,30.20
$MAG,1985.383,0.172,-0.781,0.279,27.6
$IMU,1985.383,4.455,29.357,-10.375,-0.36767,0.48291,0.80371,30.79
$BARO,1985.392,99072.06,30.20
$BARO,1985.433,99077.08,30.20
$HUM,1985.350,21.7,29.6
$IMU,1985.460,10.009,37.414,-20.019,-0.55712,0.45898,0.70507,30.77
$BARO,1985.474,99060.97,30.20
$MAG,1985.484,0.193,-0.765,0.289,27.5
$BARO,1985.515,99079.62,30.20
$IMU,1985.536,4.943,9.948,-6.042,-0.56591,0.47558,0.71289,30.78
$HUM,1985.452,21.8,29.6
$BARO,1985.555,99067.89,30.20
$MAG,1985.586,0.183,-0.774,0.289,27.6
$BARO,1985.596,99069.92,30.20
$IMU,1985.613,4.089,6.042,4.882,-0.51464,0.48339,0.72705,30.80
$BARO,1985.637,99070.87,30.20
$HUM,1985.556,21.8,29.6
$BARO,1985.678,99062.31,30.20
$MAG,1985.687,0.186,-0.778,0.286,27.5
$IMU,1985.689,0.793,4.333,5.371,-0.48144,0.48535,0.72021,30.74
$BARO,1985.719,99070.09,30.20
$HUM,1985.659,21.8,29.6
$BARO,1985.759,99075.64,30.20
$IMU,1985.765,-0.549,-0.244,2.807,-0.46728,0.49316,0.74902,30.80
$MAG,1985.788,0.183,-0.771,0.289,27.7
$BARO,1985.800,99075.25,30.20
$BARO,1985.841,99069.43,30.19
$IMU,1985.842,-5.676,-7.019,-3.479,-0.50537,0.47802,0.76318,30.75
$HUM,1985.763,21.8,29.6
$BARO,1985.882,99068.48,30.19
$MAG,1985.890,0.189,-0.769,0.285,27.6
$VBAT,1985.905,4.096
$IMU,1985.918,10.131,1.403,-2.624,-0.49169,0.48437,0.71533,30.80
$BARO,1985.923,99056.14,30.19
$BARO,1985.963,99069.09,30.20
$HUM,1985.866,21.9,29.6
$MAG,1985.991,0.196,-0.769,0.297,27.5
$IMU,1985.995,3.845,3.967,2.258,-0.48876,0.50195,0.68164,30.76
$BARO,1986.004,99075.03,30.19
$BARO,1986.045,99064.29,30.19
$HUM,1985.970,21.9,29.6
$IMU,1986.071,-2.746,4.028,-2.746,-0.51855,0.48339,0.70263,30.75
$BARO,1986.086,99074.23,30.19
$MAG,1986.092,0.193,-0.775,0.282,27.5
$BARO,1986.127,99065.67,30.19
$IMU,1986.148,-9.460,-4.760,0.488,-0.49121,0.48681,0.78027,30.77
$BARO,1986.167,99070.65,30.19
$HUM,1986.073,21.9,29.6
$MAG,1986.194,0.189,-0.769,0.291,27.6
$BARO,1986.208,99067.45,30.19
$IMU,1986.224,0.671,1.770,-0.671,-0.47802,0.47607,0.75781,30.77
$BARO,1986.249,99076.57,30.19
$HUM,1986.176,22.0,29.6
$BARO,1986.290,99063.48,30.19
$MAG,1986.295,0.201,-0.777,0.289,27.5
$IMU,1986.300,3.784,7.324,-2.746,-0.51660,0.47265,0.70361,30.77
$BARO,1986.331,99066.06,30.19
$BARO,1986.372,99071.38,30.18
$IMU,1986.377,-0.244,2.502,-0.061,-0.51611,0.48291,0.72216,30.73
$HUM,1986.280,21.9,29.6
$MAG,1986.397,0.199,-0.765,0.282,27.6
$BARO,1986.412,99076.57,30.19
$IMU,1986.453,-1.464,-1.953,-1.159,-0.54003,0.47021,0.72314,30.78
$BARO,1986.453,99071.60,30.19
$HUM,1986.383,21.9,29.6
$BARO,1986.494,99067.38,30.18
$MAG,1986.498,0.195,-0.762,0.279,27.6
$IMU,1986.530,7.202,-68.542,-13.916,-0.71435,0.54052,0.66796,30.76
$BARO,1986.535,99077.18,30.19
$BARO,1986.576,99076.55,30.18
$HUM,1986.485,21.9,29.6
$MAG,1986.600,0.160,-0.771,0.235,27.5
$IMU,1986.606,67.993,-267.028,-59.509,0.02246,0.64208,0.91503,30.73
$BARO,1986.616,99079.76,30.19
$BARO,1986.657,99070.60,30.19
$HUM,1986.586,21.9,29.6
$IMU,1986.682,31.433,37.780,-86.730,0.20507,0.51171,0.66210,30.79
$BARO,1986.698,99074.35,30.18
$MAG,1986.701,0.288,-0.727,0.346,27.7
$BARO,1986.739,99072.57,30.18
$IMU,1986.759,-9.765,190.429,-98.632,-1.08496,0.51757,0.32617,30.79
$HUM,1986.686,21.9,29.6
$BARO,1986.780,99080.13,30.18
$MAG,1986.802,0.385,-0.621,0.303,27.5
$BARO,1986.820,99073.52,30.17
$IMU,1986.835,162.109,-175.720,-207.885,-0.13623,0.31884,1.07519,30.75
$BARO,1986.861,99069.94,30.18
$HUM,1986.787,21.9,29.6
$BARO,1986.902,99081.47,30.17
$MAG,1986.904,0.400,-0.625,0.357,27.5
$IMU,1986.912,46.447,74.401,-26.367,-0.60009,0.55419,0.42431,30.78
$VBAT,1986.929,4.095
$BARO,1986.943,99065.41,30.18
$BARO,1986.984,99075.35,30.18
$HUM,1986.887,21.9,29.6
$IMU,1986.988,-40.710,-45.593,21.240,-0.45996,0.54785,0.66650,30.75
$MAG,1987.005,0.384,-0.639,0.310,27.6
$BARO,1987.024,99074.35,30.18
$BARO,1987.065,99077.57,30.19
$IMU,1987.065,-52.001,-22.460,25.512,-0.56054,0.37451,0.73583,30.76
$HUM,1986.987,21.9,29.6
$BARO,1987.106,99079.08,30.17
$MAG,1987.106,0.358,-0.666,0.267,27.6
$IMU,1987.141,-54.504,-25.451,34.484,-0.54003,0.26855,0.76611,30.76
$BARO,1987.147,99079.13,30.18
$HUM,1987.089,21.9,29.6
$BARO,1987.188,99077.13,30.18
$MAG,1987.208,0.364,-0.717,0.276,27.5
$IMU,1987.217,10.681,-11.474,34.423,-0.28808,0.29736,0.65136,30.77
$BARO,1987.228,99072.16,30.18
$BARO,1987.269,99074.96,30.18
$HUM,1987.190,21.8,29.6
$IMU,1987.294,11.474,-52.124,-4.699,-0.16308,0.16699,0.85742,30.83
$MAG,1987.309,0.348,-0.823,-0.058,27.5
$BARO,1987.310,99076.69,30.17
$BARO,1987.351,99078.06,30.17
$IMU,1987.370,-164.184,-283.325,16.540,0.45361,0.09228,1.52050,30.77
$HUM,1987.289,21.8,29.6
$BARO,1987.392,99071.31,30.17
$MAG,1987.410,0.175,-0.387,-0.384,27.6
$BARO,1987.433,99069.50,30.17
$IMU,1987.447,-16.906,-17.150,-26.611,0.25634,0.23046,0.95458,30.78
$BARO,1987.473,99074.11,30.17
$HUM,1987.389,21.8,29.6
$MAG,1987.512,0.115,-0.369,0.084,27.5
$BARO,1987.514,99069.14,30.18
$IMU,1987.523,-22.766,-69.335,-21.179,0.27001,0.29833,0.85498,30.77
$BARO,1987.555,99075.67,30.17
$HUM,1987.489,21.8,29.6
$BARO,1987.596,99070.50,30.17
$IMU,1987.600,-119.201,-101.562,-76.660,0.14062,0.05273,1.10644,30.75
$MAG,1987.613,0.151,-0.457,0.054,27.5
$BARO,1987.637,99077.67,30.17
$IMU,1987.676,-98.999,-76.843,93.933,0.17919,0.38867,0.94189,30.76
$BARO,1987.677,99078.45,30.17
$HUM,1987.588,21.8,29.6
$MAG,1987.715,0.106,-0.319,0.001,27.5
$BARO,1987.718,99079.06,30.17
$IMU,1987.752,-212.036,-25.512,60.913,0.25195,-0.05761,1.17626,30.74
$BARO,1987.759,99079.06,30.17
$HUM,1987.688,21.8,29.6
$BARO,1987.800,99077.06,30.17
$MAG,1987.816,0.127,-0.211,0.046,27.5
$IMU,1987.829,-125.549,15.808,-1.708,0.40966,-0.66406,1.46777,30.77
$BARO,1987.841,99080.64,30.17
$HUM,1987.788,21.9,29.6
$BARO,1987.881,99079.86,30.17
$IMU,1987.905,-56.518,31.677,-2.502,0.75927,-1.85595,1.90185,30.76
$MAG,1987.917,0.099,-0.141,0.075,27.5
$BARO,1987.922,99080.49,30.18
$VBAT,1987.933,4.093
$BARO,1987.963,99076.86,30.17
$IMU,1987.982,-39.306,106.323,78.308,1.08496,-3.60351,1.28613,30.75
$HUM,1987.888,21.9,29.6
$BARO,1988.004,99080.06,30.17
$MAG,1988.019,-0.051,0.025,0.202,27.5
$BARO,1988.045,99071.50,30.17
$IMU,1988.058,-345.703,24.108,-310.607,0.17431,0.06005,-0.06738,30.79
$HUM,1987.987,21.9,29.6
$BARO,1988.086,99065.89,30.17
$MAG,1988.120,-0.408,-0.135,0.379,27.6
$BARO,1988.126,99068.28,30.16
$IMU,1988.135,-424.865,169.250,-489.318,0.14990,0.06005,-0.02929,30.73
$BARO,1988.167,99062.34,30.17
$HUM,1988.087,21.9,29.6
$BARO,1988.208,99061.73,30.17
$IMU,1988.211,-264.526,373.596,-493.896,0.13769,-0.00146,-0.03515,30.75
$MAG,1988.221,-0.280,-0.495,0.088,27.5
$BARO,1988.249,99066.92,30.17
$HUM,1988.186,21.9,29.6
$IMU,1988.287,-23.986,463.867,-496.459,0.07568,-0.03857,-0.02441,30.72
$BARO,1988.290,99070.70,30.17
$MAG,1988.323,0.265,-0.598,0.162,27.5
$BARO,1988.330,99067.70,30.17
$IMU,1988.364,230.285,406.433,-495.849,-0.00048,-0.01318,-0.01464,30.73
$BARO,1988.371,99070.48,30.17
$HUM,1988.286,21.9,29.6
$BARO,1988.412,99064.72,30.17
$MAG,1988.424,0.450,-0.309,0.393,27.5
$IMU,1988.440,413.513,221.557,-491.699,-0.03417,0.06250,-0.01757,30.75
$BARO,1988.453,99078.23,30.17
$HUM,1988.386,22.0,29.6
$BARO,1988.494,99079.23,30.16
$IMU,1988.517,463.317,-35.339,-485.168,-0.00488,0.13183,-0.01708,30.73
$MAG,1988.525,0.180,-0.064,0.115,27.6
$BARO,1988.534,99065.89,30.17
$BARO,1988.575,99060.34,30.17
$HUM,1988.487,22.0,29.6
$IMU,1988.593,367.370,-281.433,-478.393,0.05810,0.15478,-0.01318,30.74
$BARO,1988.616,99064.31,30.17
$MAG,1988.627,-0.327,-0.297,0.094,27.3
$BARO,1988.657,99066.50,30.17
$IMU,1988.669,153.137,-431.030,-473.937,0.10253,0.13183,-0.01464,30.72
$HUM,1988.587,22.0,29.6
$BARO,1988.698,99069.23,30.16
$MAG,1988.728,-0.363,-0.645,0.382,27.5
$BARO,1988.738,99056.78,30.17
$IMU,1988.746,-112.548,-427.673,-475.891,0.69042,1.24511,0.91992,30.73
$BARO,1988.779,99076.81,30.16
$HUM,1988.688,22.0,29.6
$BARO,1988.820,99074.06,30.17
$IMU,1988.822,-86.303,-230.590,-352.294,0.88476,1.14746,1.11816,30.75
$MAG,1988.830,-0.211,-0.765,0.516,27.5
$BARO,1988.861,99071.06,30.17
$HUM,1988.788,22.0,29.6
$IMU,1988.899,163.452,-4.272,-105.285,0.45361,0.47900,-0.36230,30.73
$BARO,1988.902,99083.57,30.16
$MAG,1988.931,-0.126,-0.789,0.592,27.5
$VBAT,1988.941,4.093
$BARO,1988.943,99075.40,30.16
$IMU,1988.975,82.641,-36.254,-133.422,-0.05126,0.71191,-0.39941,30.73
$BARO,1988.983,99080.37,30.16
$HUM,1988.889,22.0,29.6
$BARO,1989.024,99077.76,30.16
$MAG,1989.032,0.028,-0.813,0.607,27.6
$IMU,1989.052,15.808,-88.989,-138.916,-0.56250,0.78125,-0.92919,30.72
$BARO,1989.065,99075.01,30.16
$HUM,1988.993,22.0,29.6
$BARO,1989.106,99078.20,30.16
$IMU,1989.128,-191.833,-89.294,-134.521,-1.27343,1.01171,-0.41308,30.77
$MAG,1989.134,0.108,-0.829,0.373,28.0
$BARO,1989.147,99070.62,30.16
$BARO,1989.187,99073.62,30.16
$HUM,1989.096,21.9,29.6
$IMU,1989.204,-244.750,-81.970,-51.269,-0.76611,0.38378,0.75146,30.77
$BARO,1989.228,99084.57,30.16
$MAG,1989.235,0.139,-0.775,0.265,27.6
$BARO,1989.269,99071.62,30.16
$IMU,1989.281,-117.370,-84.289,-44.067,-0.97949,0.68066,0.53662,30.75
$HUM,1989.199,21.9,29.6
$BARO,1989.310,99080.37,30.16
$MAG,1989.336,0.043,-0.655,0.058,27.5
$BARO,1989.351,99080.98,30.16
$IMU,1989.357,-213.317,-172.363,-0.305,-0.69042,0.54687,1.14843,30.76
$BARO,1989.391,99081.91,30.15
$HUM,1989.303,21.9,29.6
$BARO,1989.432,99075.81,30.16
$IMU,1989.434,-80.749,-63.720,14.282,-1.28369,0.78613,2.37841,30.79
$MAG,1989.438,0.010,-0.640,0.040,27.5
$BARO,1989.473,99079.59,30.16
$HUM,1989.406,21.8,29.6
$IMU,1989.510,63.720,-37.719,88.439,-2.00732,0.07470,3.39404,30.77
$BARO,1989.514,99082.98,30.16
$MAG,1989.539,-0.252,-0.642,0.172,27.5
$BARO,1989.555,99088.54,30.16
$IMU,1989.587,54.504,522.025,81.970,-0.10742,-0.12890,0.06005,30.73
$BARO,1989.596,99075.21,30.16
$HUM,1989.510,21.8,29.6
$BARO,1989.636,99077.16,30.16
$MAG,1989.641,-0.339,-0.628,0.595,27.5
$IMU,1989.663,32.287,412.284,31.188,0.09130,-0.00292,-0.07861,30.76
$BARO,1989.677,99069.21,30.16
$HUM,1989.613,21.8,29.6
$BARO,1989.718,99071.18,30.16
$IMU,1989.739,39.855,420.158,31.066,0.09277,-0.00097,-0.06542,30.71
$MAG,1989.742,0.069,-0.582,0.802,27.5
$BARO,1989.759,99072.38,30.16
$BARO,1989.800,99068.38,30.15
$HUM,1989.712,21.7,29.6
$IMU,1989.816,52.185,416.984,30.700,0.09716,0.00146,-0.06640,30.77
$BARO,1989.840,99067.97,30.15
$MAG,1989.843,0.409,-0.564,0.489,27.5
$BARO,1989.881,99060.60,30.15
$IMU,1989.892,62.438,418.326,30.090,0.09667,0.00488,-0.06933,30.69
$HUM,1989.813,21.7,29.6
$BARO,1989.922,99068.60,30.16
$MAG,1989.945,0.193,-0.603,0.100,27.7
$BARO,1989.963,99072.38,30.16
$VBAT,1989.968,4.096
$IMU,1989.969,72.387,420.585,29.357,0.09716,0.00683,-0.06494,30.72
$BARO,1990.004,99071.40,30.16
$HUM,1989.912,21.6,29.6
$BARO,1990.044,99071.96,30.15
$IMU,1990.045,79.284,422.355,28.747,0.10107,0.00830,-0.05908,30.75
$MAG,1990.046,-0.247,-0.657,0.184,27.6
$BARO,1990.085,99067.97,30.15
$HUM,1990.016,21.6,29.6
$IMU,1990.122,83.312,427.970,28.503,0.10253,0.01123,-0.06396,30.72
$BARO,1990.126,99070.55,30.15
$MAG,1990.147,-0.298,-0.663,0.640,27.5
$BARO,1990.167,99077.13,30.15
$IMU,1990.198,96.496,424.857,28.137,0.10791,0.01757,-0.10937,30.72
$BARO,1990.208,99068.97,30.15
$HUM,1990.119,21.6,29.6
$BARO,1990.248,99071.96,30.15
$MAG,1990.249,-0.402,-0.361,0.697,27.6
$IMU,1990.274,280.151,-50.781,181.701,2.66845,-0.70263,-3.00292,30.74
$BARO,1990.289,99075.18,30.16
$HUM,1990.222,21.5,29.6
$BARO,1990.330,99086.08,30.15
$MAG,1990.350,-0.511,-0.363,0.432,27.5
$IMU,1990.351,212.097,-522.636,37.536,0.62548,0.08251,0.50732,30.73
$BARO,1990.371,99074.13,30.15
$BARO,1990.412,99062.80,30.15
$IMU,1990.427,2.258,121.459,56.640,1.17529,-0.49121,-0.07324,30.76
$HUM,1990.326,21.5,29.6
$MAG,1990.451,-0.471,-0.316,0.243,27.6
$BARO,1990.452,99072.35,30.15
$BARO,1990.493,99078.25,30.14
$IMU,1990.504,-36.376,299.194,5.310,0.56982,-0.79638,0.02880,30.73
$HUM,1990.429,21.4,29.6
$BARO,1990.534,99065.99,30.15
$MAG,1990.553,-0.208,-0.376,-0.007,27.5
$BARO,1990.575,99075.52,30.15
$IMU,1990.580,51.391,404.663,-29.724,-0.31201,-0.30371,0.46533,30.73
$BARO,1990.616,99070.53,30.15
$HUM,1990.533,21.4,29.6
$MAG,1990.654,0.043,-0.567,0.034,27.5
$BARO,1990.656,99075.69,30.15
$IMU,1990.657,213.684,351.928,-31.188,-2.77929,1.05712,1.70751,30.75
$BARO,1990.697,99075.77,30.16
$HUM,1990.636,21.4,29.6
$IMU,1990.733,-61.157,-42.358,-19.958,-0.10058,0.06201,0.80859,30.75
$BARO,1990.738,99087.64,30.15
$MAG,1990.755,0.103,-0.357,-0.016,27.5
$BARO,1990.779,99091.61,30.15
$IMU,1990.809,-158.325,221.069,188.903,-0.92822,0.42529,0.67968,30.76
$BARO,1990.820,99085.27,30.15
$HUM,1990.740,21.3,29.6
$MAG,1990.857,0.277,-0.411,0.045,27.5
$BARO,1990.860,99076.72,30.15
$IMU,1990.886,30.273,168.151,59.448,-1.71679,0.13964,1.02197,30.75
$BARO,1990.901,99085.64,30.15
$BARO,1990.942,99065.75,30.15
$HUM,1990.843,21.4,29.6
$MAG,1990.958,0.330,-0.498,0.132,27.3
$IMU,1990.962,88.745,68.664,-24.536,-3.69775,-0.57666,0.98730,30.74
$BARO,1990.983,99062.99,30.15
$VBAT,1991.007,4.095
$BARO,1991.024,99063.41,30.15
$IMU,1991.039,182.922,157.470,201.599,-1.57666,-0.64062,0.38769,30.76
$HUM,1990.947,21.4,29.6
$MAG,1991.060,0.325,-0.651,0.306,27.6
$BARO,1991.064,99067.77,30.15
$BARO,1991.105,99073.35,30.15
$IMU,1991.115,240.905,-27.099,49.499,0.01171,0.01025,-0.00292,30.72
$BARO,1991.146,99065.19,30.15
$HUM,1991.050,21.5,29.6
$MAG,1991.161,0.318,-0.691,0.448,27.5
$BARO,1991.187,99064.19,30.15
$IMU,1991.191,245.727,-44.494,26.550,0.00830,0.01123,-0.00341,30.76
$BARO,1991.228,99074.55,30.15
$HUM,1991.153,21.6,29.6
$MAG,1991.262,0.319,-0.657,0.577,27.5
$BARO,1991.268,99061.04,30.16
$IMU,1991.268,244.506,-39.367,25.085,0.00634,0.01123,-0.00488,30.71
$BARO,1991.309,99059.41,30.15
$IMU,1991.344,244.445,-33.386,24.108,0.00341,0.01074,-0.00634,30.76
$HUM,1991.257,21.8,29.6
$BARO,1991.350,99061.04,30.16
$MAG,1991.364,0.315,-0.565,0.682,27.5
$BARO,1991.391,99067.19,30.15
$IMU,1991.421,244.812,-27.465,23.437,0.00341,0.01123,-0.00683,30.75
$BARO,1991.432,99068.16,30.15
$HUM,1991.360,22.0,29.6
$MAG,1991.465,0.318,-0.439,0.739,27.5
$BARO,1991.472,99064.99,30.15
$IMU,1991.497,245.239,-18.615,23.071,0.00244,0.01025,-0.00830,30.75
$BARO,1991.513,99072.18,30.16
$BARO,1991.554,99062.97,30.15
$HUM,1991.461,22.2,29.6
$MAG,1991.567,0.325,-0.292,0.727,27.5
$IMU,1991.574,245.605,-5.493,22.644,-0.00048,0.00878,-0.01025,30.75
$BARO,1991.595,99063.41,30.15
$BARO,1991.636,99062.77,30.15
$IMU,1991.650,243.835,10.925,22.155,-0.00390,0.00683,-0.01562,30.73
$HUM,1991.562,22.5,29.6
$MAG,1991.668,0.309,-0.142,0.681,27.5
$BARO,1991.677,99072.55,30.15
$BARO,1991.717,99061.80,30.15
$IMU,1991.726,238.342,29.541,21.606,-0.00781,0.00146,-0.01708,30.71
$BARO,1991.758,99072.11,30.15
$HUM,1991.666,22.7,29.6
$MAG,1991.769,0.294,-0.039,0.589,27.8
$BARO,1991.799,99075.30,30.15
$IMU,1991.803,220.642,54.382,10.375,-0.83300,-0.06103,-0.41552,30.72
$BARO,1991.840,99075.13,30.15
$HUM,1991.769,22.9,29.6
$MAG,1991.871,0.232,0.043,0.636,27.5
$IMU,1991.879,-15.136,123.901,-122.558,-2.08007,-2.41113,-2.00585,30.75
$BARO,1991.881,99068.97,30.15
$BARO,1991.921,99078.89,30.15
$IMU,1991.956,40.222,-58.593,35.095,-0.66601,-0.36279,0.01367,30.75
$BARO,1991.962,99068.14,30.15
